	Kingdom	Supergroup	Division	Class	Order	Family	Genus	Species
ASV_817	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4459	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4979	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4606	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4971	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4443	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4836	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_814	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4659	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4673	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9632	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9637	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4051	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9603	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_67	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_95	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9462	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8103	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9468	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4441	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4657	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9624	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4916	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8528	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8774	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_6212	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4728	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8561	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8772	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4832	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4729	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4085	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9634	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_489	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4835	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8559	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8715	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8523	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4795	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9454	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8114	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8586	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8597	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9629	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4686	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8773	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_629	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4055	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4663	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4999	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4726	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4057	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4913	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_6697	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4682	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_6244	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4914	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_874	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4850	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9653	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4905	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_6243	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4050	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4810	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4447	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4470	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_6246	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4457	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4998	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8593	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4900	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4721	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_480	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9494	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4847	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8578	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4727	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4845	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8787	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9467	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4086	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9453	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4604	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8553	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_623	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4688	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8580	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8552	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4083	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9465	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4088	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8107	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4661	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4977	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9609	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_6211	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4082	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4674	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8558	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8113	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4723	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4607	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4651	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4649	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4908	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9490	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4796	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_6218	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8776	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_895	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8567	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4666	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8782	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9497	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8569	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8112	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4722	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9458	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4446	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8110	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8775	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4453	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4799	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4600	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8563	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9461	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4087	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8167	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8783	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4450	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8526	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4652	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4676	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8788	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4602	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4655	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9455	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9496	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8599	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4901	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_896	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4650	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8560	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_6695	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4859	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9630	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8162	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9463	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4915	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_941	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8108	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4791	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8778	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8119	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8786	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8165	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4978	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8529	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8585	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4471	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4904	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8589	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4058	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8583	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4839	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8592	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4458	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4851	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8118	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_6216	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4790	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4855	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_475	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4853	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4848	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8785	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4917	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9499	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_9605	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_6698	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4910	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4473	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4976	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4858	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4856	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4451	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_8780	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_665	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4445	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4907	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4842	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_4077	Remove	Remove	Remove	Remove	Remove	Remove	Remove	Remove
ASV_837	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Reyranella_sp.
ASV_2991	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Reyranella_sp.
ASV_3503	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Reyranella_sp.
ASV_4462	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Reyranella_sp.
ASV_6879	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Reyranella_sp.
ASV_7564	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Reyranella_sp.
ASV_3522	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranellaceae_X	Reyranellaceae_X_sp.
ASV_3854	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranellaceae_X	Reyranellaceae_X_sp.
ASV_4730	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranellaceae_X	Reyranellaceae_X_sp.
ASV_2489	Eukaryota	Opisthokonta	Metazoa	Nematoda	Enoplea	Enoplea_X	Rhabdocoma	Rhabdocoma_sp.
ASV_455	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Haliplectoidea	Rhabdolaimus	Rhabdolaimus_aquaticus
ASV_745	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Haliplectoidea	Rhabdolaimus	Rhabdolaimus_aquaticus
ASV_1281	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Haliplectoidea	Rhabdolaimus	Rhabdolaimus_aquaticus
ASV_2674	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Haliplectoidea	Rhabdolaimus	Rhabdolaimus_aquaticus
ASV_884	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Haliplectoidea	Rhabdolaimus	Rhabdolaimus_sp.
ASV_1231	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Haliplectoidea	Rhabdolaimus	Rhabdolaimus_sp.
ASV_1419	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Haliplectoidea	Rhabdolaimus	Rhabdolaimus_terrestris
ASV_2158	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Haliplectoidea	Rhabdolaimus	Rhabdolaimus_terrestris
ASV_13918	Eukaryota	Opisthokonta	Metazoa	Nematoda	Chromadorea	Haliplectoidea	Rhabdolaimus	Rhabdolaimus_terrestris
ASV_9612	Bacteria	Bacteria_X	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera	Rheinheimera_sp.
ASV_2763	Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Rheomorpha	Rheomorpha_neiswestonovae
ASV_11332	Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Rhinocladiella	Rhinocladiella_sp.
ASV_5918	Bacteria	Bacteria_X	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rhizobacter	Rhizobacter_sp.
ASV_646	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Rhizobiales_Incertae_Sedis_X	Rhizobiales_Incertae_Sedis_X_sp.
ASV_3018	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Rhizobiales_Incertae_Sedis_X	Rhizobiales_Incertae_Sedis_X_sp.
ASV_4792	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_Incertae_Sedis	Rhizobiales_Incertae_Sedis_X	Rhizobiales_Incertae_Sedis_X_sp.
ASV_10940	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Rhizoclosmatium	Rhizoclosmatium_sp.
ASV_6428	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Rhizophydiales	Rhizophydiales_sp.
ASV_7753	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Rhizophydiales	Rhizophydiales_sp.
ASV_9297	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Rhizophydiales	Rhizophydiales_sp.
ASV_10578	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Rhizophydiales	Rhizophydiales_sp.
ASV_14361	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Rhizophydium	Rhizophydium_patellarium
ASV_11241	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Rhizophydium	Rhizophydium_sp.
ASV_14345	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Rhizophydium	Rhizophydium_sp.
ASV_568	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_595	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_753	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_940	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_996	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_1452	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_1492	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_1734	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_1851	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_1870	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_1982	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_2072	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_2537	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_2730	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_2914	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_3062	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_3179	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_3262	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_3412	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_3473	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_3672	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_3931	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_3974	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_4685	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_4809	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_5000	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_5164	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_5293	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_6072	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_6154	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_6354	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_12776	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_sp.
ASV_3792	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	Rhodobacteraceae_X_sp.
ASV_4872	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	Rhodobacteraceae_X_sp.
ASV_6346	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	Rhodobacteraceae_X_sp.
ASV_8213	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_X	Rhodobacteraceae_X_sp.
ASV_374	Eukaryota	Archaeplastida	Rhodophyta	Florideophyceae	Balbianiales	Balbianiales_X	Rhododraparnaldia	Rhododraparnaldia_oregonica
ASV_2826	Bacteria	Bacteria_X	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rhodoferax	Rhodoferax_sp.
ASV_4250	Bacteria	Bacteria_X	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rhodoferax	Rhodoferax_sp.
ASV_3761	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Rhodomonas	Rhodomonas_duplex
ASV_1648	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Rhodomonas	Rhodomonas_salina
ASV_11596	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Rhodomonas	Rhodomonas_salina
ASV_1048	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Rhodomonas	Rhodomonas_sp.
ASV_9737	Bacteria	Bacteria_X	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula_sp.
ASV_9874	Bacteria	Bacteria_X	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	Rhodopirellula_sp.
ASV_8254	Bacteria	Bacteria_X	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodopseudomonas	Rhodopseudomonas_sp.
ASV_2456	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Pucciniomycotina	Microbotryomycetes	Rhodosporidium	Rhodosporidium_kratochvilovae
